Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Scientific name,RL Category
7483.0,Cisticola melanurus,Cisticolidae,Passeriformes,AVIBASE-388BABD6,4,4,0,0,4,10.7,6.1,2.0,2.7,16.6,44.8,5.7,39.1,12.7,47.5,8.7,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,-11.12,-5.22,-8.79,19.45,442014.73,Cisticola melanurus,LC
7477.0,Cisticola nana,Cisticolidae,Passeriformes,AVIBASE-BF29E8B6,5,2,3,0,4,10.3,5.9,2.1,2.5,15.9,44.6,4.7,40.1,10.4,32.6,5.0,Dunning,,NO,,,Grassland,2,1.0,Carnivore,Invertivore,Generalist,-8.26,9.0,-0.13,38.24,685105.62,Cisticola nana,LC
7474.0,Cisticola natalensis,Cisticolidae,Passeriformes,AVIBASE-FB740D14,5,2,3,0,4,15.0,7.9,3.4,4.6,25.2,67.2,9.4,56.8,14.1,51.0,16.4,Dunning,,NO,,,Grassland,2,1.0,Carnivore,Invertivore,Generalist,-33.28,16.19,-3.2,23.57,7970636.77,Cisticola natalensis,LC
7453.0,Cisticola nigriloris,Cisticolidae,Passeriformes,AVIBASE-9C320DCB,5,2,3,0,4,15.8,8.5,3.6,4.1,26.4,66.0,6.7,58.5,10.3,71.6,19.6,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,-11.1,-6.25,-8.68,34.32,71914.39,Cisticola nigriloris,LC
7458.0,Cisticola njombe,Cisticolidae,Passeriformes,AVIBASE-3B7E808C,5,2,3,0,4,11.8,5.9,2.1,2.8,18.4,53.6,5.5,47.3,10.3,51.6,10.9,Dunning,,NO,,,Grassland,3,1.0,Carnivore,Invertivore,Generalist,-10.93,-7.22,-8.63,33.89,33269.22,Cisticola njombe,LC
7469.0,Cisticola pipiens,Cisticolidae,Passeriformes,AVIBASE-89A3C105,4,2,2,0,4,14.5,8.2,2.5,3.4,22.8,64.0,6.7,57.3,10.5,73.0,13.5,Dunning,,NO,,,Wetland,3,1.0,Carnivore,Invertivore,Insessorial,-19.77,-3.0,-12.05,25.61,1127080.04,Cisticola pipiens,LC
7460.0,Cisticola restrictus,Cisticolidae,Passeriformes,AVIBASE-2E0E6C82,3,2,1,0,3,12.3,7.5,2.4,3.3,18.6,53.3,4.6,48.7,8.7,48.7,13.2,Dunning,,NO,,,Shrubland,2,,Carnivore,Invertivore,Generalist,-2.72,-1.41,-1.99,40.29,3370.75,Cisticola restrictus,DD
7472.0,Cisticola robustus,Cisticolidae,Passeriformes,AVIBASE-D3B1A98B,5,2,3,0,4,15.3,8.0,3.1,4.0,24.8,69.4,8.4,60.3,12.3,54.8,18.5,Dunning,,NO,,,Grassland,3,1.0,Carnivore,Invertivore,Generalist,-15.02,15.04,-4.14,27.86,1229121.48,Cisticola robustus,LC
7475.0,Cisticola ruficeps,Cisticolidae,Passeriformes,AVIBASE-8338F12F,4,2,2,0,4,12.2,7.1,2.4,3.0,18.1,53.2,5.2,48.1,9.7,38.8,9.7,Dunning,,NO,,,Grassland,2,1.0,Carnivore,Invertivore,Insessorial,2.07,16.34,10.17,29.02,1253642.08,Cisticola ruficeps,LC
7461.0,Cisticola rufilatus,Cisticolidae,Passeriformes,AVIBASE-F7D5C201,5,2,3,0,4,14.2,8.0,2.6,3.1,19.7,57.2,6.9,49.9,12.2,63.2,11.3,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Generalist,-27.79,-0.5,-16.64,24.01,2748861.04,Cisticola rufilatus,LC
7479.0,Cisticola rufus,Cisticolidae,Passeriformes,AVIBASE-81851E47,5,2,3,0,4,11.3,6.2,2.1,2.5,16.5,49.2,8.1,40.6,16.8,36.4,7.3,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Generalist,5.49,15.5,10.45,5.21,876800.15,Cisticola rufus,LC
7462.0,Cisticola subruficapilla,Cisticolidae,Passeriformes,AVIBASE-B7C5BC8D,5,2,3,0,4,11.7,6.2,2.0,2.5,16.6,52.6,6.8,45.0,13.1,54.6,9.9,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,-34.84,-16.71,-28.07,20.09,910756.54,Cisticola subruficapilla,LC
7488.0,Cisticola textrix,Cisticolidae,Passeriformes,AVIBASE-F9FA8D6B,5,2,3,0,4,11.1,6.5,2.2,2.6,19.7,51.2,6.6,44.1,13.0,31.4,10.3,Dunning,,NO,,,Grassland,3,1.0,Carnivore,Invertivore,Terrestrial,-34.84,-11.1,-26.13,25.91,702791.56,Cisticola textrix,LC
7471.0,Cisticola tinniens,Cisticolidae,Passeriformes,AVIBASE-F936B680,5,2,3,0,4,12.3,6.9,2.1,2.6,17.5,53.4,5.6,47.6,10.5,54.8,11.4,Dunning,,NO,,,Wetland,3,1.0,Carnivore,Invertivore,Insessorial,-34.84,0.61,-22.4,25.42,1754614.86,Cisticola tinniens,LC
7480.0,Cisticola troglodytes,Cisticolidae,Passeriformes,AVIBASE-844A290B,5,2,3,0,4,10.1,6.0,2.0,2.4,16.3,45.4,5.2,39.4,11.5,34.0,8.2,Inferred,,YES,Body Mass,Cisticola fulvicapilla,Shrubland,2,1.0,Carnivore,Invertivore,Generalist,-0.07,14.36,7.71,30.89,1158307.92,Cisticola troglodytes,LC
7448.0,Cisticola woosnami,Cisticolidae,Passeriformes,AVIBASE-5BD1E605,9,4,5,0,4,14.3,7.5,2.7,3.7,22.0,59.3,5.4,53.0,9.2,50.2,13.5,Dunning,,NO,,,Grassland,3,1.0,Carnivore,Invertivore,Generalist,-14.91,2.04,-7.41,30.76,1290884.31,Cisticola woosnami,LC
7389.0,Drymocichla incana,Cisticolidae,Passeriformes,AVIBASE-E1936846,5,2,3,0,4,13.9,7.7,3.0,2.7,18.9,56.4,8.0,48.0,14.2,54.8,10.0,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,1.04,9.66,5.85,23.3,1110783.23,Drymocichla incana,LC
7444.0,Eminia lepida,Cisticolidae,Passeriformes,AVIBASE-31E5F1E9,5,2,3,0,4,20.1,10.1,3.5,3.6,23.6,68.0,3.7,62.6,5.6,63.3,20.2,Dunning,,NO,,,Shrubland,1,1.0,Carnivore,Invertivore,Insessorial,-4.66,5.24,0.05,32.67,631640.65,Eminia lepida,LC
7388.0,Eremomela atricollis,Cisticolidae,Passeriformes,AVIBASE-A6275491,5,2,2,1,5,14.2,7.7,2.9,3.0,18.5,58.6,6.9,51.7,11.7,48.9,10.2,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,-15.71,-6.84,-11.52,24.73,1063082.23,Eremomela atricollis,LC
7386.0,Eremomela badiceps,Cisticolidae,Passeriformes,AVIBASE-17767237,5,2,3,0,4,13.2,7.6,3.0,3.1,17.5,55.1,6.4,47.7,11.8,40.6,10.6,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-9.15,9.68,0.0,15.83,3290010.91,Eremomela badiceps,LC
7382.0,Eremomela canescens,Cisticolidae,Passeriformes,AVIBASE-75932535,5,2,3,0,4,12.9,6.9,2.7,2.6,17.0,54.9,7.6,47.5,13.8,42.9,6.9,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,0.01,16.3,8.54,29.05,2254734.87,Eremomela canescens,LC
7380.0,Eremomela flavicrissalis,Cisticolidae,Passeriformes,AVIBASE-D46EE5F8,4,1,3,0,4,9.9,5.8,2.2,2.5,15.9,49.0,5.3,43.7,10.8,27.8,4.5,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,-3.62,11.32,4.48,41.54,893727.78,Eremomela flavicrissalis,LC
7384.0,Eremomela gregalis,Cisticolidae,Passeriformes,AVIBASE-728CFC23,5,3,2,0,4,10.8,5.8,2.1,2.5,16.9,51.5,6.9,44.2,13.6,48.8,6.8,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,-33.59,-22.28,-30.36,20.11,271515.78,Eremomela gregalis,LC
7379.0,Eremomela icteropygialis,Cisticolidae,Passeriformes,AVIBASE-183E7FD0,9,4,5,0,8,11.2,6.3,2.4,2.4,16.5,54.2,6.4,47.8,11.8,32.9,7.5,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,-34.11,19.03,-7.69,21.3,8262133.26,Eremomela icteropygialis,LC
7381.0,Eremomela pusilla,Cisticolidae,Passeriformes,AVIBASE-330BEC7E,4,2,2,0,4,11.7,7.0,2.6,2.6,15.8,46.8,6.2,40.5,13.3,39.2,6.2,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,3.82,16.79,10.39,0.07,2960274.14,Eremomela pusilla,LC
7383.0,Eremomela scotops,Cisticolidae,Passeriformes,AVIBASE-0394BA0B,5,2,3,0,4,13.2,7.3,2.8,2.5,17.7,57.0,8.8,48.5,15.2,45.4,9.0,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,-28.95,0.18,-12.12,27.25,4568185.56,Eremomela scotops,LC
7387.0,Eremomela turneri,Cisticolidae,Passeriformes,AVIBASE-7D340BF9,6,2,4,0,6,10.2,6.2,2.4,2.6,16.3,50.8,5.0,45.7,9.8,31.8,7.3,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-2.77,0.42,-1.28,30.53,980.79,Eremomela turneri,NT
7385.0,Eremomela usticollis,Cisticolidae,Passeriformes,AVIBASE-35C0145B,5,2,3,0,4,12.7,6.8,2.6,2.4,20.0,54.2,6.8,46.7,12.8,42.8,8.4,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,-28.63,-10.0,-19.79,26.36,1430953.15,Eremomela usticollis,LC
7440.0,Euryptila subcinnamomea,Cisticolidae,Passeriformes,AVIBASE-216F11D6,5,2,3,0,4,14.4,7.7,2.5,3.1,21.0,51.6,4.6,46.4,9.0,59.2,11.5,Dunning,,NO,,,Shrubland,3,1.0,Carnivore,Invertivore,Terrestrial,-33.92,-23.52,-30.36,20.25,274057.07,Euryptila subcinnamomea,LC
7443.0,Hypergerus atriceps,Cisticolidae,Passeriformes,AVIBASE-31557605,4,2,2,0,4,25.0,14.3,4.0,4.5,26.4,90.2,9.5,80.8,10.5,91.0,29.8,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,2.39,14.91,9.0,2.8,2301821.94,Hypergerus atriceps,LC
7441.0,Incana incana,Cisticolidae,Passeriformes,AVIBASE-ACD5DE47,4,2,2,0,4,13.3,8.0,2.5,2.6,18.8,49.5,5.0,44.5,9.9,47.0,10.4,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Generalist,12.3,12.71,12.51,53.87,3614.0,Incana incana,LC
7442.0,Malcorus pectoralis,Cisticolidae,Passeriformes,AVIBASE-A1CA4EB2,5,2,3,0,4,12.2,6.8,2.5,2.9,19.6,49.4,5.3,43.7,10.8,74.4,10.1,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Generalist,-34.14,-18.34,-27.84,21.42,1273750.67,Malcorus pectoralis,LC
7437.0,Micromacronus leytensis,Cisticolidae,Passeriformes,AVIBASE-E823AB2F,5,1,4,0,4,9.1,5.7,2.7,2.9,14.5,41.3,6.3,35.0,15.4,28.2,5.5,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,10.0,12.59,11.55,124.96,20065.38,Micromacronus leytensis,NT
7438.0,Micromacronus sordidus,Cisticolidae,Passeriformes,AVIBASE-6E07BDBD,1,0,1,0,1,10.8,5.2,2.3,2.6,11.5,43.5,3.9,39.6,9.0,29.0,5.5,Dunning,,NO,,,,1,1.0,Carnivore,Invertivore,Insessorial,5.88,8.43,7.32,124.94,26318.9,Micromacronus sordidus,NT
7378.0,Neomixis pallidior,Cisticolidae,Passeriformes,AVIBASE-73BC0382,3,1,2,0,2,14.0,8.7,2.6,3.4,15.9,43.0,5.3,38.2,12.2,39.0,8.3,DataFromSplit,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-25.61,-19.1,-22.59,45.0,168081.84,Neomixis pallidior,LC
7377.0,Neomixis striatigula,Cisticolidae,Passeriformes,AVIBASE-F4BF9645,2,1,1,0,1,15.5,9.5,3.1,3.5,16.4,45.0,5.4,40.6,11.7,40.5,8.3,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-25.08,-13.23,-18.67,48.43,162877.99,Neomixis striatigula,NT
7376.0,Neomixis tenella,Cisticolidae,Passeriformes,AVIBASE-62D4A4C8,5,2,3,0,4,12.6,7.4,2.6,2.8,16.0,42.0,4.6,36.9,11.2,31.6,6.9,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-25.61,-11.95,-19.38,46.7,586347.22,Neomixis tenella,LC
7375.0,Neomixis viridis,Cisticolidae,Passeriformes,AVIBASE-CF4FB76D,4,2,2,0,4,12.2,6.6,2.0,2.2,15.2,43.5,6.4,37.1,14.7,32.2,7.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-25.19,-13.08,-18.72,48.39,173179.42,Neomixis viridis,NT
7396.0,Oreolais pulcher,Cisticolidae,Passeriformes,AVIBASE-91FD087B,5,2,3,0,4,15.2,7.9,3.4,2.5,21.2,53.2,4.0,48.2,7.7,58.4,8.4,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-8.31,7.86,1.36,27.5,100450.2,Oreolais pulcher,LC
7397.0,Oreolais ruwenzorii,Cisticolidae,Passeriformes,AVIBASE-4016F61E,5,2,3,0,4,14.8,7.8,3.1,2.7,20.8,50.3,5.0,45.1,10.1,43.6,9.9,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-5.63,0.85,-2.08,29.12,69189.34,Oreolais ruwenzorii,LC
7398.0,Oreophilais robertsi,Cisticolidae,Passeriformes,AVIBASE-0B870352,4,2,2,0,4,14.0,7.4,2.8,2.8,22.1,51.5,5.4,46.1,10.5,67.5,10.0,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,-20.09,-17.68,-19.02,32.81,9712.82,Oreophilais robertsi,NT
7526.0,Orthotomus atrogularis,Cisticolidae,Passeriformes,AVIBASE-69618EFB,10,2,5,3,9,15.2,10.0,2.7,2.5,17.3,42.9,4.5,38.4,10.5,35.1,7.7,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-5.95,26.37,9.41,104.98,2752593.84,Orthotomus atrogularis,LC
7531.0,Orthotomus castaneiceps,Cisticolidae,Passeriformes,AVIBASE-DADD146F,4,2,2,0,4,17.8,11.2,3.3,3.2,21.4,51.1,5.0,46.2,9.6,49.6,12.8,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,9.04,12.7,10.73,122.97,33106.02,Orthotomus castaneiceps,LC
7528.0,Orthotomus chaktomuk,Cisticolidae,Passeriformes,AVIBASE-95A9CD5E,0,0,0,0,0,15.2,10.0,2.7,2.5,17.3,42.9,4.5,38.4,10.5,35.1,7.1,Updated_literature,Dunning (2021),YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Orthotomus atrogularis,Forest,1,1.0,Carnivore,Invertivore,Insessorial,11.03,12.45,11.74,105.04,4922.53,Orthotomus chaktomuk,NT
7530.0,Orthotomus chloronotus,Cisticolidae,Passeriformes,AVIBASE-8E1757E6,0,0,0,0,0,17.8,11.2,3.3,3.2,21.4,51.1,5.0,46.2,9.6,49.6,8.1,Updated_literature,Dunning (2021),YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Orthotomus castaneiceps,Forest,1,1.0,Carnivore,Invertivore,Insessorial,13.6,18.65,16.35,121.14,89568.36,Orthotomus chloronotus,LC
7534.0,Orthotomus cinereiceps,Cisticolidae,Passeriformes,AVIBASE-F3513134,6,2,3,1,5,17.1,10.5,2.8,2.8,21.0,46.3,3.5,42.7,7.5,48.2,9.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,6.4,8.73,7.82,123.06,20650.36,Orthotomus cinereiceps,LC
7535.0,Orthotomus derbianus,Cisticolidae,Passeriformes,AVIBASE-CF23E48F,4,2,2,0,4,17.4,11.2,3.0,3.0,19.6,47.8,3.9,43.9,8.1,44.8,10.7,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,12.54,16.63,14.79,121.52,60394.18,Orthotomus derbianus,LC
7524.0,Orthotomus frontalis,Cisticolidae,Passeriformes,AVIBASE-06F95A32,5,2,3,0,4,16.7,10.5,2.9,2.7,18.8,45.7,3.2,42.5,7.0,40.8,8.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,5.37,12.58,8.39,124.81,120551.54,Orthotomus frontalis,LC
7533.0,Orthotomus nigriceps,Cisticolidae,Passeriformes,AVIBASE-DD80D268,2,0,2,0,1,17.4,10.3,3.0,3.4,22.1,51.8,7.4,44.1,14.4,47.5,9.8,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,6.27,10.47,8.24,125.98,24461.65,Orthotomus nigriceps,LC
7527.0,Orthotomus ruficeps,Cisticolidae,Passeriformes,AVIBASE-6C405431,6,1,2,3,5,15.7,10.6,2.9,2.5,19.4,47.5,5.7,42.1,12.0,41.1,7.0,Updated_literature,BoW,NO,,,Shrubland,1,1.0,Carnivore,Invertivore,Insessorial,-7.99,17.73,1.15,107.77,887360.64,Orthotomus ruficeps,LC
7532.0,Orthotomus samarensis,Cisticolidae,Passeriformes,AVIBASE-E669B7A2,3,0,3,0,3,16.5,10.6,3.0,2.8,21.0,42.0,3.1,38.9,7.4,41.7,8.9,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,9.56,12.67,11.28,124.92,18296.84,Orthotomus samarensis,LC
7529.0,Orthotomus sepium,Cisticolidae,Passeriformes,AVIBASE-57FE408F,6,2,3,1,5,15.2,9.0,2.6,2.6,19.0,44.8,4.4,40.4,9.8,41.5,8.4,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-8.96,-5.87,-7.38,110.48,140271.59,Orthotomus sepium,LC
7525.0,Orthotomus sericeus,Cisticolidae,Passeriformes,AVIBASE-D127FAAF,12,3,4,5,8,17.9,12.0,3.1,2.8,21.6,49.5,3.9,45.2,7.8,41.1,10.8,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,-5.95,12.62,1.22,108.0,1068502.74,Orthotomus sericeus,LC
7523.0,Orthotomus sutorius,Cisticolidae,Passeriformes,AVIBASE-AF5B727B,17,6,11,0,16,15.5,8.9,2.7,2.6,19.3,45.5,4.8,40.8,10.4,47.7,7.5,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,-8.85,34.26,21.01,90.34,6849946.15,Orthotomus sutorius,LC
7399.0,Phragmacia substriata,Cisticolidae,Passeriformes,AVIBASE-23670191,5,0,1,4,4,12.7,8.1,2.8,2.7,19.9,54.0,5.4,48.6,10.0,67.2,10.6,Dunning,,NO,,,Shrubland,1,1.0,Carnivore,Invertivore,Insessorial,-34.29,-27.82,-31.0,21.95,466617.53,Phragmacia substriata,LC
7425.0,Phyllolais pulchella,Cisticolidae,Passeriformes,AVIBASE-DFC5A27D,5,2,3,0,4,10.1,5.2,2.4,2.1,15.8,44.9,5.8,38.8,13.1,40.9,6.0,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,-5.53,16.83,6.37,31.46,2078702.06,Phyllolais pulchella,LC
7427.0,Poliolais lopezi,Cisticolidae,Passeriformes,AVIBASE-D083C7B8,5,2,3,0,4,15.0,8.1,2.7,2.9,21.4,51.9,4.4,46.5,8.6,29.4,12.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,3.21,6.89,5.59,10.0,37233.22,Poliolais lopezi,LC
7499.0,Prinia atrogularis,Cisticolidae,Passeriformes,AVIBASE-9A72741D,4,2,2,0,4,12.9,7.0,2.3,2.8,18.3,47.8,4.3,43.5,9.0,93.2,11.8,Dunning,,NO,,,Grassland,2,1.0,Carnivore,Invertivore,Insessorial,26.7,29.26,27.72,92.73,90149.06,Prinia atrogularis,LC
7520.0,Prinia bairdii,Cisticolidae,Passeriformes,AVIBASE-C54D2FEE,13,6,7,0,8,16.1,8.5,3.4,3.4,21.4,53.8,4.4,49.3,8.1,64.7,13.4,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-9.42,7.2,0.96,17.69,1110524.41,Prinia bairdii,LC
7503.0,Prinia buchanani,Cisticolidae,Passeriformes,AVIBASE-AC892456,4,2,2,0,4,12.0,7.0,2.2,3.0,17.7,52.0,6.2,45.8,12.0,65.6,6.7,Dunning,,NO,,,Grassland,3,1.0,Carnivore,Invertivore,Insessorial,17.25,34.5,24.89,76.38,1899856.57,Prinia buchanani,LC
7502.0,Prinia cinereocapilla,Cisticolidae,Passeriformes,AVIBASE-4FF9ECC8,5,1,0,4,4,12.0,7.2,2.3,2.5,18.9,43.2,4.6,40.1,10.3,53.4,7.3,Updated_literature,BoW,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,26.36,29.76,27.83,84.16,33032.6,Prinia cinereocapilla,VU
7497.0,Prinia crinigera,Cisticolidae,Passeriformes,AVIBASE-C8310BDF,4,2,2,0,4,12.3,6.1,2.2,3.2,18.6,51.0,5.6,45.5,10.9,75.0,13.7,Dunning,,NO,,,Shrubland,3,1.0,Carnivore,Invertivore,Generalist,19.75,35.52,27.95,102.36,2843218.33,Prinia crinigera,LC
7521.0,Prinia erythroptera,Cisticolidae,Passeriformes,AVIBASE-C67FD539,5,2,3,0,4,17.0,9.7,3.0,3.7,21.5,54.5,5.0,49.1,9.2,56.6,11.5,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,-24.23,15.23,3.39,14.48,3486114.04,Prinia erythroptera,LC
7508.0,Prinia familiaris,Cisticolidae,Passeriformes,AVIBASE-49F183EA,4,0,4,0,4,14.5,8.7,2.7,3.2,21.6,54.2,5.0,49.3,9.1,56.0,9.0,Updated_literature,BoW,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Generalist,-8.85,5.66,-2.46,103.87,497167.74,Prinia familiaris,NT
7516.0,Prinia flavicans,Cisticolidae,Passeriformes,AVIBASE-10988568,5,3,2,0,4,12.6,7.1,2.4,2.8,19.9,52.6,8.0,44.7,15.2,65.4,8.7,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,-33.62,-11.76,-22.72,21.56,2717287.69,Prinia flavicans,LC
7509.0,Prinia flaviventris,Cisticolidae,Passeriformes,AVIBASE-3745AE94,5,2,2,1,4,14.0,9.5,2.9,2.6,20.9,45.4,5.3,39.6,11.9,62.6,7.0,Dunning,,NO,,,Shrubland,3,1.0,Carnivore,Invertivore,Insessorial,-8.07,34.23,13.87,100.1,4037497.01,Prinia flaviventris,LC
7515.0,Prinia fluviatilis,Cisticolidae,Passeriformes,AVIBASE-1CB41EB5,4,0,4,0,4,12.8,7.8,2.8,3.0,19.9,49.0,4.9,44.1,9.9,47.2,8.0,Updated_literature,BoW,NO,,,Wetland,2,1.0,Carnivore,Invertivore,Insessorial,3.94,16.73,13.91,9.35,98560.02,Prinia fluviatilis,LC
7506.0,Prinia gracilis,Cisticolidae,Passeriformes,AVIBASE-4509E1A3,5,2,3,0,5,11.9,6.4,2.1,2.2,16.9,45.0,4.7,40.3,10.4,59.4,7.1,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,1.95,38.12,25.89,59.97,4034571.26,Prinia gracilis,LC
7505.0,Prinia hodgsonii,Cisticolidae,Passeriformes,AVIBASE-C29B19D7,5,2,3,0,4,11.9,6.2,2.2,2.3,18.1,45.5,4.8,40.5,10.7,46.6,6.4,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,5.92,35.01,20.43,88.2,4680228.23,Prinia hodgsonii,LC
7518.0,Prinia hypoxantha,Cisticolidae,Passeriformes,AVIBASE-36261312,4,2,2,0,4,12.5,7.3,2.8,2.8,21.9,50.9,5.8,45.1,11.3,62.4,10.5,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,-32.91,-22.39,-27.47,30.08,218636.0,Prinia hypoxantha,LC
7512.0,Prinia inornata,Cisticolidae,Passeriformes,AVIBASE-465145E5,5,2,3,0,4,12.2,6.7,2.3,2.6,18.1,50.4,7.2,43.4,14.2,70.8,7.0,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Generalist,-8.78,34.8,22.26,93.0,7403210.36,Prinia inornata,LC
7500.0,Prinia khasiana,Cisticolidae,Passeriformes,AVIBASE-0BF01CE3,0,0,0,0,0,12.9,7.0,2.3,2.8,18.3,47.8,4.3,43.5,9.0,93.2,11.8,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Prinia atrogularis,Grassland,2,1.0,Carnivore,Invertivore,Insessorial,19.94,26.13,23.65,93.43,122089.35,Prinia khasiana,LC
7517.0,Prinia maculosa,Cisticolidae,Passeriformes,AVIBASE-4CDA27A3,5,2,3,0,4,12.1,6.5,2.2,2.5,21.1,51.6,5.9,45.6,11.6,68.6,9.0,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,-34.84,-26.7,-31.38,22.99,581622.97,Prinia maculosa,LC
7519.0,Prinia molleri,Cisticolidae,Passeriformes,AVIBASE-843FF082,4,1,3,0,4,14.5,8.1,2.9,2.9,21.4,53.5,6.5,47.0,12.2,75.2,8.8,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,-0.01,0.42,0.24,6.61,858.51,Prinia molleri,LC
7498.0,Prinia polychroa,Cisticolidae,Passeriformes,AVIBASE-CA8B4CC1,10,2,8,0,10,14.3,8.1,3.1,3.9,21.5,57.3,6.3,51.0,11.1,77.2,11.0,Dunning,,NO,,,Grassland,2,1.0,Carnivore,Invertivore,Insessorial,-8.78,24.72,13.66,103.5,734233.98,Prinia polychroa,LC
7504.0,Prinia rufescens,Cisticolidae,Passeriformes,AVIBASE-892900C9,4,2,2,0,4,12.6,7.4,2.7,2.7,18.2,43.1,4.7,38.5,10.8,39.0,6.5,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,2.19,29.29,18.17,100.45,2213362.62,Prinia rufescens,LC
7522.0,Prinia rufifrons,Cisticolidae,Passeriformes,AVIBASE-D8177CEC,5,2,3,0,4,11.7,6.7,2.3,2.7,19.2,44.7,5.1,39.3,11.4,56.8,6.5,Dunning,,NO,,,Shrubland,2,2.0,Carnivore,Invertivore,Insessorial,-5.27,20.42,6.8,41.76,1242957.36,Prinia rufifrons,LC
