Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Scientific name,RL Category
7511.0,Prinia socialis,Cisticolidae,Passeriformes,AVIBASE-0E6F19BB,5,2,3,0,4,13.1,7.4,2.2,2.4,19.6,49.6,5.1,44.2,10.3,63.0,8.0,Dunning,,NO,,,Grassland,3,1.0,Carnivore,Invertivore,Insessorial,5.92,33.88,21.77,79.22,2758579.48,Prinia socialis,LC
7514.0,Prinia somalica,Cisticolidae,Passeriformes,AVIBASE-319F6754,5,2,3,0,4,11.8,6.9,2.5,2.5,18.1,49.6,6.3,43.2,12.8,59.8,7.5,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,-4.06,11.9,4.33,41.76,1273080.06,Prinia somalica,LC
7510.0,Prinia sonitans,Cisticolidae,Passeriformes,AVIBASE-8D5A3CB1,0,0,0,0,0,14.0,9.5,2.9,2.6,20.9,45.4,5.3,39.6,11.9,62.6,7.0,DataFromSplit,,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Prinia flaviventris,Shrubland,3,1.0,Carnivore,Invertivore,Insessorial,16.66,29.71,24.87,112.84,955310.33,Prinia sonitans,LC
7513.0,Prinia subflava,Cisticolidae,Passeriformes,AVIBASE-63F72CA7,21,7,9,5,10,13.9,7.6,2.9,3.0,19.6,50.1,6.4,43.6,12.7,51.9,8.6,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,-33.78,17.45,-0.72,20.73,14611740.02,Prinia subflava,LC
7501.0,Prinia superciliaris,Cisticolidae,Passeriformes,AVIBASE-9F434A62,4,2,2,0,4,13.1,7.3,2.4,3.0,20.0,48.0,3.2,44.8,6.7,100.0,11.8,DataFromSplit,,NO,,,Grassland,2,1.0,Carnivore,Invertivore,Insessorial,-5.81,28.76,20.41,103.62,1763381.26,Prinia superciliaris,LC
7507.0,Prinia sylvatica,Cisticolidae,Passeriformes,AVIBASE-7939B436,5,2,3,0,4,14.3,7.8,2.5,3.3,20.6,57.4,6.0,50.8,10.4,68.2,16.1,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,5.92,32.2,20.92,78.95,2267095.6,Prinia sylvatica,LC
7439.0,Scepomycter winifredae,Cisticolidae,Passeriformes,AVIBASE-31FB812A,3,1,2,0,3,15.6,8.4,3.3,3.5,22.1,56.3,4.5,51.8,8.1,53.8,14.8,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-7.97,-5.91,-6.89,36.77,6749.9,Scepomycter winifredae,NT
7391.0,Schistolais leontica,Cisticolidae,Passeriformes,AVIBASE-45411DD0,5,2,3,0,4,14.8,8.1,3.0,2.9,20.9,53.1,5.1,47.5,9.7,52.2,12.4,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,7.07,11.73,7.85,-8.78,17375.44,Schistolais leontica,EN
7390.0,Schistolais leucopogon,Cisticolidae,Passeriformes,AVIBASE-95B6C7C5,9,4,5,0,4,15.7,8.1,3.0,3.2,21.2,56.7,5.4,51.0,9.7,59.8,11.7,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,-12.71,8.01,-0.46,19.75,2377144.23,Schistolais leucopogon,LC
7426.0,Spiloptila clamans,Cisticolidae,Passeriformes,AVIBASE-2A88D0BC,5,2,3,0,4,11.5,6.5,2.5,2.7,16.9,46.7,2.9,43.2,6.3,60.5,7.0,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,10.32,23.39,15.16,11.39,2719529.35,Spiloptila clamans,LC
7392.0,Urolais epichlorus,Cisticolidae,Passeriformes,AVIBASE-9180EEB6,5,2,3,0,4,13.9,7.3,2.9,2.9,20.7,53.8,5.4,48.4,10.0,74.4,11.3,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,3.29,7.64,6.0,10.42,48907.52,Urolais epichlorus,LC
5933.0,Climacteris affinis,Climacteridae,Passeriformes,AVIBASE-76842795,11,5,6,0,4,17.5,9.1,3.2,3.0,19.2,84.8,23.9,61.4,27.9,58.4,21.7,Dunning,,NO,,,Shrubland,2,1.0,Carnivore,Invertivore,Insessorial,-36.27,-21.09,-28.49,133.53,2630036.35,Climacteris affinis,LC
5932.0,Climacteris erythrops,Climacteridae,Passeriformes,AVIBASE-DC00AA16,6,3,3,0,4,20.6,10.5,3.1,3.5,21.5,83.3,21.0,62.2,25.2,64.2,23.3,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,-39.14,-25.28,-32.9,150.15,317210.54,Climacteris erythrops,LC
5936.0,Climacteris melanurus,Climacteridae,Passeriformes,AVIBASE-49F0A05B,8,3,5,0,4,19.7,10.7,4.2,4.0,22.4,92.2,21.8,71.2,23.4,67.0,31.9,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,-25.13,-11.12,-17.46,129.74,1122025.4,Climacteris melanurus,LC
5935.0,Climacteris picumnus,Climacteridae,Passeriformes,AVIBASE-B3CBAA5C,10,5,5,0,4,18.6,10.0,3.4,3.6,23.2,89.0,23.1,65.9,25.9,63.4,28.9,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,-38.43,-11.0,-28.79,145.77,2269397.31,Climacteris picumnus,LC
5934.0,Climacteris rufus,Climacteridae,Passeriformes,AVIBASE-F0A4903D,10,5,5,0,4,19.7,10.4,3.6,3.6,23.2,87.3,24.6,64.4,27.5,61.6,32.6,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Invertivore,Insessorial,-35.19,-28.82,-31.94,122.85,452307.17,Climacteris rufus,LC
5930.0,Cormobates leucophaea,Climacteridae,Passeriformes,AVIBASE-F91FF9AA,18,8,10,0,4,20.0,11.2,2.8,3.2,20.7,86.8,26.4,60.3,30.5,61.1,22.0,Dunning,,NO,,,Forest,2,1.0,Carnivore,Invertivore,Insessorial,-39.15,-14.8,-31.52,148.09,969111.73,Cormobates leucophaea,LC
5931.0,Cormobates placens,Climacteridae,Passeriformes,AVIBASE-9686AA8F,4,3,1,0,4,15.9,8.2,2.9,3.0,20.0,83.0,20.7,62.3,25.0,65.0,15.8,Updated_literature,BoW,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-10.07,-0.51,-5.21,141.52,131752.2,Cormobates placens,LC
7111.0,Cnemophilus loriae,Cnemophilidae,Passeriformes,AVIBASE-C7F446FC,4,1,3,0,4,24.4,11.7,6.1,5.6,38.4,99.8,4.7,95.1,4.7,76.5,84.0,Dunning,,NO,,,Forest,1,1.0,Herbivore,Frugivore,Insessorial,-10.1,-3.06,-5.38,141.82,138396.01,Cnemophilus loriae,LC
7113.0,Cnemophilus macgregorii,Cnemophilidae,Passeriformes,AVIBASE-BB600C12,2,0,2,0,2,27.2,12.1,5.8,6.7,39.0,108.5,6.7,101.8,6.2,89.5,97.9,Dunning,,NO,,,Forest,1,1.0,Herbivore,Frugivore,Insessorial,-9.49,-7.41,-8.36,147.23,6880.91,Cnemophilus macgregorii,LC
7112.0,Cnemophilus sanguineus,Cnemophilidae,Passeriformes,AVIBASE-1C650121,4,2,2,0,2,25.9,11.4,5.2,5.6,40.5,109.8,8.6,100.9,7.9,90.2,97.9,DataFromSplit,,NO,,,Forest,1,1.0,Herbivore,Frugivore,Insessorial,-6.67,-4.0,-5.34,142.51,36784.75,Cnemophilus sanguineus,LC
7114.0,Loboparadisea sericea,Cnemophilidae,Passeriformes,AVIBASE-1ED4FB4F,5,2,3,0,4,19.8,8.6,6.1,5.5,31.3,93.8,10.2,84.0,10.9,61.2,67.3,Dunning,,NO,,,Forest,1,1.0,Herbivore,Frugivore,Insessorial,-10.25,-2.41,-5.51,142.31,159123.19,Loboparadisea sericea,LC
4820.0,Conopophaga ardesiaca,Conopophagidae,Passeriformes,AVIBASE-3D046D26,13,4,9,0,6,17.5,9.0,5.7,4.3,30.3,70.8,9.8,61.4,13.9,45.2,26.3,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-22.34,-12.44,-16.59,-66.99,100334.39,Conopophaga ardesiaca,LC
4813.0,Conopophaga aurita,Conopophagidae,Passeriformes,AVIBASE-2E9D5026,2,0,2,0,0,16.6,9.5,5.7,4.4,26.1,68.7,9.6,59.4,14.2,32.5,26.3,Dunning,,YES,Kipp's Distance; Hand-Wing Index,Conopophaga snethlageae,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-11.46,7.43,-2.63,-63.8,2800393.44,Conopophaga aurita,LC
4821.0,Conopophaga castaneiceps,Conopophagidae,Passeriformes,AVIBASE-E0994940,6,3,3,0,4,20.9,9.6,5.9,4.4,29.1,74.4,8.8,65.4,11.8,42.1,27.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-12.58,8.04,-2.03,-76.24,160640.32,Conopophaga castaneiceps,LC
4817.0,Conopophaga cearae,Conopophagidae,Passeriformes,AVIBASE-E669DB94,9,4,4,1,4,15.2,9.6,5.2,4.6,26.9,69.6,6.3,65.5,8.8,43.0,22.0,EltonTraits_Model,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-9.55,-4.0,-7.65,-35.9,58582.69,Conopophaga cearae,NT
4816.0,Conopophaga lineata,Conopophagidae,Passeriformes,AVIBASE-2D997B49,9,3,6,0,4,16.4,8.9,4.9,4.0,28.1,70.0,7.8,62.6,11.0,45.3,25.2,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-32.41,-12.65,-21.94,-48.84,1896972.3,Conopophaga lineata,LC
4822.0,Conopophaga melanogaster,Conopophagidae,Passeriformes,AVIBASE-C0F59C9F,4,1,2,1,3,20.4,11.4,6.2,5.2,32.7,79.2,9.3,70.4,11.8,41.2,42.5,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-15.14,-2.02,-7.84,-59.33,911253.95,Conopophaga melanogaster,LC
4815.0,Conopophaga melanops,Conopophagidae,Passeriformes,AVIBASE-EA9CEB99,18,10,8,0,4,16.0,9.9,5.6,4.9,25.5,65.2,8.6,55.4,13.4,28.3,20.1,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-27.01,-6.6,-18.32,-41.2,242500.41,Conopophaga melanops,LC
4819.0,Conopophaga peruviana,Conopophagidae,Passeriformes,AVIBASE-82B0FF93,12,3,5,4,3,17.7,9.9,6.2,4.5,25.6,65.6,11.2,54.7,17.1,30.8,23.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-13.73,-0.54,-7.11,-71.84,1098743.55,Conopophaga peruviana,LC
4818.0,Conopophaga roberti,Conopophagidae,Passeriformes,AVIBASE-1BC6D0DF,6,2,4,0,4,16.3,9.4,5.7,4.2,26.8,69.9,7.1,62.2,10.2,35.9,20.8,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-9.26,-0.58,-4.87,-45.11,686966.07,Conopophaga roberti,LC
4814.0,Conopophaga snethlageae,Conopophagidae,Passeriformes,AVIBASE-83F07C79,4,2,2,0,4,15.3,9.3,5.9,4.3,27.8,67.2,9.6,57.7,14.2,32.5,26.3,DataFromSplit,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-10.13,0.65,-5.22,-54.96,587576.3,Conopophaga snethlageae,LC
4823.0,Pittasoma michleri,Conopophagidae,Passeriformes,AVIBASE-DC49C290,6,3,2,1,4,35.3,17.9,9.0,8.5,48.6,100.2,6.0,95.0,5.9,33.4,109.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,6.66,10.52,8.45,-79.07,49173.73,Pittasoma michleri,LC
4824.0,Pittasoma rufopileatum,Conopophagidae,Passeriformes,AVIBASE-98B2F147,5,3,2,0,3,33.2,16.6,7.9,7.9,45.0,92.3,4.4,87.6,4.7,30.5,96.5,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-0.6,7.21,3.5,-77.66,73382.31,Pittasoma rufopileatum,LC
7049.0,Corcorax melanorhamphos,Corcoracidae,Passeriformes,AVIBASE-D7FD3046,10,3,5,2,4,49.3,33.6,9.2,11.9,61.5,244.9,55.8,192.2,22.6,203.3,364.0,Dunning,,NO,,,Woodland,2,1.0,Omnivore,Omnivore,Terrestrial,-39.24,-18.62,-30.38,146.06,1979313.45,Corcorax melanorhamphos,LC
7050.0,Struthidea cinerea,Corcoracidae,Passeriformes,AVIBASE-5811EC08,8,3,5,0,4,25.1,13.3,7.7,11.4,39.0,146.6,24.3,124.7,16.3,153.5,132.0,Dunning,,NO,,,Shrubland,2,1.0,Omnivore,Omnivore,Terrestrial,-37.0,-13.74,-25.83,144.51,2500913.56,Struthidea cinerea,LC
7024.0,Aphelocoma californica,Corvidae,Passeriformes,AVIBASE-E5BA8469,36,9,27,0,16,34.0,20.7,9.1,9.8,42.4,128.5,18.0,109.8,14.1,140.2,85.7,Dunning,,NO,,,Shrubland,2,1.0,Omnivore,Omnivore,Terrestrial,16.16,46.82,34.81,-110.7,2323260.89,Aphelocoma californica,LC
7023.0,Aphelocoma coerulescens,Corvidae,Passeriformes,AVIBASE-D78D24B9,9,2,7,0,4,30.0,17.7,9.1,9.1,37.8,116.7,20.6,96.2,17.5,140.5,77.1,Dunning,,NO,,,Shrubland,2,1.0,Omnivore,Omnivore,Insessorial,26.47,29.57,28.13,-81.41,6933.22,Aphelocoma coerulescens,VU
7022.0,Aphelocoma ultramarina,Corvidae,Passeriformes,AVIBASE-8A6D655E,13,4,9,0,6,32.5,19.4,8.9,10.2,43.0,166.2,29.4,136.0,17.8,150.3,113.3,Dunning,,NO,,,Forest,2,1.0,Omnivore,Omnivore,Generalist,18.73,21.0,19.8,-100.39,87898.14,Aphelocoma ultramarina,LC
7020.0,Aphelocoma unicolor,Corvidae,Passeriformes,AVIBASE-9E9E1171,11,2,9,0,4,35.0,19.8,10.6,10.9,42.6,168.9,31.3,136.8,18.6,153.7,124.0,Dunning,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,13.46,21.11,16.23,-92.35,149103.75,Aphelocoma unicolor,LC
7021.0,Aphelocoma wollweberi,Corvidae,Passeriformes,AVIBASE-56B8CE7A,4,2,2,0,4,30.7,19.7,7.8,8.9,39.9,160.8,29.6,131.2,18.4,129.2,113.3,DataFromSplit,,NO,,,Forest,2,1.0,Omnivore,Omnivore,Generalist,20.33,35.18,27.31,-105.58,484129.24,Aphelocoma wollweberi,LC
6936.0,Cissa chinensis,Corvidae,Passeriformes,AVIBASE-ED4011E9,11,2,8,1,4,39.9,24.2,11.7,14.1,44.2,145.8,12.4,133.9,8.4,186.5,126.6,Dunning,,NO,,,Forest,1,1.0,Carnivore,Omnivore,Generalist,-5.56,30.06,19.06,99.9,2108736.38,Cissa chinensis,LC
6937.0,Cissa hypoleuca,Corvidae,Passeriformes,AVIBASE-63D31D90,4,2,2,0,4,38.9,24.5,9.5,15.3,44.3,144.4,10.3,134.1,7.2,144.9,125.0,Updated_literature,BoW,NO,,,Forest,1,1.0,Carnivore,Omnivore,Generalist,8.56,32.15,20.34,106.68,890296.66,Cissa hypoleuca,LC
6939.0,Cissa jefferyi,Corvidae,Passeriformes,AVIBASE-7B4271FE,4,2,2,0,4,34.9,21.6,9.9,12.4,40.2,130.3,12.8,117.4,9.8,121.1,125.0,DataFromSplit,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Generalist,0.91,6.3,3.01,115.45,78459.36,Cissa jefferyi,LC
6938.0,Cissa thalassina,Corvidae,Passeriformes,AVIBASE-7DDA43DF,9,2,7,0,4,37.4,25.0,12.1,14.7,42.7,139.3,10.9,128.1,7.9,112.8,125.0,Updated_literature,BoW,NO,,,Forest,1,1.0,Carnivore,Invertivore,Generalist,-7.7,-6.51,-7.11,108.23,33452.41,Cissa thalassina,CR
6978.0,Corvus albicollis,Corvidae,Passeriformes,AVIBASE-EA326EA2,15,4,11,0,4,65.9,42.4,19.6,34.0,75.2,417.1,164.6,250.6,39.6,165.6,894.0,Dunning,,NO,,,Rock,3,2.0,Omnivore,Omnivore,Terrestrial,-34.84,2.4,-17.3,30.73,1615598.28,Corvus albicollis,LC
6983.0,Corvus albus,Corvidae,Passeriformes,AVIBASE-34D538E1,14,5,9,0,4,60.4,38.5,15.6,20.6,61.5,353.3,147.9,205.3,41.9,177.2,524.0,Dunning,,NO,,,Shrubland,3,2.0,Carnivore,Omnivore,Terrestrial,-34.84,24.93,-2.98,21.16,19544750.22,Corvus albus,LC
7002.0,Corvus bennetti,Corvidae,Passeriformes,AVIBASE-4DADACA1,10,5,5,0,4,50.7,32.0,13.4,16.6,55.4,313.5,129.5,184.9,41.1,173.3,389.0,Dunning,,NO,,,Shrubland,2,1.0,Omnivore,Omnivore,Generalist,-36.03,-14.76,-25.69,131.69,5681813.47,Corvus bennetti,LC
6985.0,Corvus brachyrhynchos,Corvidae,Passeriformes,AVIBASE-9E9F2476,13,4,9,0,4,51.1,35.4,14.7,17.7,59.3,309.6,109.1,199.9,35.3,177.3,448.8,Dunning,,NO,,,Human Modified,2,2.0,Omnivore,Omnivore,Terrestrial,24.53,63.75,46.23,-97.42,11573830.54,Corvus brachyrhynchos,LC
6970.0,Corvus capensis,Corvidae,Passeriformes,AVIBASE-562E17AB,14,4,10,0,4,62.9,46.5,14.5,16.0,65.6,322.2,114.5,209.2,35.4,164.7,553.0,Dunning,,NO,,,Grassland,3,2.0,Omnivore,Omnivore,Terrestrial,-34.84,16.79,-16.5,25.35,4036026.48,Corvus capensis,LC
6986.0,Corvus caurinus,Corvidae,Passeriformes,AVIBASE-2F784967,13,4,8,1,4,48.8,31.0,13.2,15.9,50.7,277.5,104.7,172.6,37.8,156.9,390.8,Dunning,,NO,,,Coastal,3,2.0,Omnivore,Omnivore,Terrestrial,46.22,61.54,54.81,-133.88,396973.08,Corvus caurinus,LC
6979.0,Corvus corax,Corvidae,Passeriformes,AVIBASE-B9B272F4,46,15,31,0,10,77.0,49.2,21.9,27.9,67.1,419.7,167.2,252.7,39.8,228.7,928.0,Dunning,,NO,,,Forest,3,2.0,Omnivore,Omnivore,Terrestrial,12.76,83.11,54.65,18.59,52288449.5,Corvus corax,LC
6987.0,Corvus corone,Corvidae,Passeriformes,AVIBASE-E4EE9AC4,63,24,37,2,15,55.0,35.9,15.1,18.5,59.4,323.9,119.6,204.6,36.9,179.6,570.0,Dunning,,NO,,,Human Modified,3,1.0,Carnivore,Omnivore,Terrestrial,22.23,71.19,52.96,78.23,33343165.09,Corvus corone,LC
7005.0,Corvus coronoides,Corvidae,Passeriformes,AVIBASE-1D45897E,16,6,10,0,4,61.1,39.8,16.2,20.1,63.6,356.1,147.8,211.6,41.1,198.7,644.3,Dunning,,NO,,,Shrubland,2,1.0,Omnivore,Omnivore,Generalist,-39.24,-12.68,-27.75,138.57,4803477.78,Corvus coronoides,LC
6977.0,Corvus crassirostris,Corvidae,Passeriformes,AVIBASE-4C6B515D,14,5,9,0,4,83.2,56.7,24.3,41.1,78.9,446.9,181.3,265.0,40.6,228.1,1135.0,Dunning,,NO,,,Rock,3,1.0,Carnivore,Omnivore,Terrestrial,3.67,16.58,9.52,38.34,759238.98,Corvus crassirostris,LC
6980.0,Corvus cryptoleucus,Corvidae,Passeriformes,AVIBASE-F3B84E07,10,3,7,0,4,55.8,34.3,17.2,20.1,59.5,351.1,146.7,204.4,41.7,181.5,533.5,Dunning,,NO,,,Grassland,3,1.0,Carnivore,Omnivore,Terrestrial,20.83,38.76,29.63,-103.06,1195845.67,Corvus cryptoleucus,LC
6965.0,Corvus dauuricus,Corvidae,Passeriformes,AVIBASE-9F784AB1,16,5,11,0,4,34.6,20.3,11.0,12.8,44.1,232.3,87.8,144.5,37.8,128.6,208.0,Dunning,,NO,,,Grassland,3,2.0,Omnivore,Omnivore,Terrestrial,24.37,53.48,41.79,113.35,6025004.51,Corvus dauuricus,LC
6982.0,Corvus edithae,Corvidae,Passeriformes,AVIBASE-9DBAAB1D,13,5,7,1,4,52.5,30.9,14.3,18.7,57.7,338.5,138.1,198.2,41.0,168.6,524.0,Dunning,,NO,,,Desert,3,1.0,Carnivore,Omnivore,Terrestrial,1.33,15.5,6.95,42.04,1179817.28,Corvus edithae,LC
6992.0,Corvus enca,Corvidae,Passeriformes,AVIBASE-C195CB92,19,9,10,0,4,58.0,41.4,14.9,19.4,50.4,277.6,92.4,188.4,32.5,140.8,251.0,Dunning,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,-8.85,19.58,1.25,112.99,1629657.05,Corvus enca,LC
6989.0,Corvus florensis,Corvidae,Passeriformes,AVIBASE-CE62EFDD,5,2,3,0,3,51.5,30.2,12.5,16.5,48.3,226.0,57.6,168.4,25.5,160.0,175.0,Updated_literature,BoW,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,-8.96,-8.23,-8.61,120.62,9095.62,Corvus florensis,NT
6976.0,Corvus frugilegus,Corvidae,Passeriformes,AVIBASE-1078FFEA,36,12,24,0,10,59.5,39.1,14.8,18.3,55.7,312.3,127.8,184.2,41.0,166.8,452.1,Dunning,,NO,,,Grassland,3,1.0,Omnivore,Omnivore,Terrestrial,28.08,66.07,50.24,76.75,19019081.22,Corvus frugilegus,LC
6998.0,Corvus fuscicapillus,Corvidae,Passeriformes,AVIBASE-EC8ED8A4,6,2,3,1,4,74.6,52.1,18.2,26.6,56.5,335.9,103.2,232.8,30.7,191.1,635.0,Inferred,,YES,Body Mass,Corvus tristis,Forest,1,1.0,Herbivore,Frugivore,Insessorial,-7.09,0.04,-3.48,135.39,18445.52,Corvus fuscicapillus,LC
6975.0,Corvus hawaiiensis,Corvidae,Passeriformes,AVIBASE-2CDECD36,10,1,8,1,4,59.3,38.3,18.8,24.7,66.6,315.4,96.4,219.0,30.5,195.3,518.8,Dunning,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,,,,,,Corvus hawaiiensis,EW
6973.0,Corvus imparatus,Corvidae,Passeriformes,AVIBASE-AFDBC76B,11,2,9,0,4,41.9,26.3,12.7,13.0,39.6,238.7,84.8,153.7,35.7,143.2,221.0,Dunning,,NO,,,Shrubland,2,1.0,Omnivore,Omnivore,Terrestrial,21.01,26.29,23.69,-98.62,99924.43,Corvus imparatus,LC
7000.0,Corvus insularis,Corvidae,Passeriformes,AVIBASE-30485389,13,3,10,0,0,59.8,41.1,17.2,19.5,54.2,312.4,116.0,192.6,37.6,153.2,508.0,DataFromSplit,,YES,Beak Nares,Corvus orru,Forest,2,1.0,Omnivore,Omnivore,Generalist,-6.31,-2.34,-5.12,150.81,44924.58,Corvus insularis,LC
6968.0,Corvus jamaicensis,Corvidae,Passeriformes,AVIBASE-58AEF90C,9,0,6,3,4,47.9,32.1,13.9,16.6,46.5,227.7,66.4,161.3,29.2,137.0,338.0,Dunning,,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,17.7,18.53,18.16,-77.31,11021.79,Corvus jamaicensis,NT
7008.0,Corvus kubaryi,Corvidae,Passeriformes,AVIBASE-1EF8429F,10,2,5,3,5,55.2,37.7,13.3,18.3,52.5,226.4,63.0,170.3,27.0,157.6,249.9,Dunning,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Insessorial,14.11,14.2,14.16,145.22,92.35,Corvus kubaryi,CR
6969.0,Corvus leucognaphalus,Corvidae,Passeriformes,AVIBASE-CC4B3F51,10,0,6,4,4,60.7,41.0,16.8,20.9,54.9,304.3,107.2,197.1,35.2,191.6,401.0,Inferred,,YES,Body Mass,Corvus nasicus,Forest,1,1.0,Omnivore,Omnivore,Insessorial,17.47,19.44,18.75,-71.16,8280.85,Corvus leucognaphalus,VU
7007.0,Corvus macrorhynchos,Corvidae,Passeriformes,AVIBASE-F4C4F838,63,18,42,3,26,62.0,42.3,17.4,21.9,57.0,318.6,111.2,207.6,34.8,182.9,513.1,Dunning,,NO,,,Woodland,2,1.0,Omnivore,Omnivore,Generalist,-10.74,55.35,29.04,107.25,13313192.58,Corvus macrorhynchos,LC
6996.0,Corvus meeki,Corvidae,Passeriformes,AVIBASE-667E6F77,8,0,7,1,2,70.1,48.6,18.5,24.1,55.8,288.6,86.9,201.7,30.0,135.7,467.0,Inferred,,YES,Body Mass,Corvus woodfordi,,1,1.0,Omnivore,Omnivore,Insessorial,-7.43,-5.01,-6.2,155.28,9689.88,Corvus meeki,LC
7003.0,Corvus mellori,Corvidae,Passeriformes,AVIBASE-DE78C792,13,6,7,0,4,55.4,36.2,13.6,17.9,59.0,330.8,130.4,199.4,39.5,184.7,540.4,Dunning,,NO,,,Shrubland,2,1.0,Omnivore,Omnivore,Generalist,-40.48,-28.51,-33.29,143.8,1353458.96,Corvus mellori,LC
6966.0,Corvus monedula,Corvidae,Passeriformes,AVIBASE-D4C32F8E,33,14,19,0,6,35.2,21.4,11.2,13.3,43.3,231.1,90.5,141.3,39.1,122.4,246.0,Dunning,,NO,,,Human Modified,3,2.0,Omnivore,Omnivore,Terrestrial,30.35,67.35,48.54,45.36,13975046.48,Corvus monedula,LC
6995.0,Corvus moneduloides,Corvidae,Passeriformes,AVIBASE-985A5F40,10,4,6,0,4,43.5,28.4,11.9,17.1,47.1,238.1,54.7,183.4,23.0,164.6,277.4,Dunning,,NO,,,Woodland,2,1.0,Omnivore,Omnivore,Generalist,-22.4,-20.09,-21.33,165.48,16389.59,Corvus moneduloides,LC
6967.0,Corvus nasicus,Corvidae,Passeriformes,AVIBASE-4B69D1CC,8,4,4,0,4,58.0,40.0,13.8,18.8,52.2,271.5,95.6,175.1,35.3,162.0,401.0,Dunning,,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,19.83,22.66,21.23,-78.12,28429.7,Corvus nasicus,LC
7001.0,Corvus orru,Corvidae,Passeriformes,AVIBASE-3E47E56F,18,7,11,0,4,60.1,41.1,16.5,20.2,57.0,327.4,118.7,204.5,36.7,166.7,508.0,Dunning,,NO,,,Forest,2,1.0,Omnivore,Omnivore,Generalist,-33.75,2.64,-19.42,134.76,5394057.72,Corvus orru,LC
6971.0,Corvus ossifragus,Corvidae,Passeriformes,AVIBASE-43E56D2C,13,4,9,0,4,43.3,27.2,13.8,14.8,47.1,276.7,100.6,176.2,36.3,157.1,284.6,Dunning,,NO,,,Coastal,3,1.0,Omnivore,Omnivore,Terrestrial,24.53,44.92,33.75,-84.16,970986.53,Corvus ossifragus,LC
6974.0,Corvus palmarum,Corvidae,Passeriformes,AVIBASE-FC9516DF,14,3,9,2,8,49.1,31.3,12.0,16.3,50.1,244.2,82.9,160.7,34.0,142.9,289.0,EltonTraits_Model,,NO,,,Forest,2,1.0,Omnivore,Omnivore,Insessorial,17.73,21.45,19.27,-72.55,32245.36,Corvus palmarum,LC
6988.0,Corvus pectoralis,Corvidae,Passeriformes,AVIBASE-BD63FF46,15,4,11,0,4,57.0,34.6,15.5,18.5,60.9,318.0,111.4,204.6,35.1,177.3,470.5,Dunning,,NO,,,Shrubland,3,1.0,Omnivore,Omnivore,Terrestrial,18.1,40.82,29.49,113.94,2074732.63,Corvus pectoralis,VU
